word	lemma
smallmouth	smallmouth
volunteerism	volunteerism
shiite	shiite
spyware	spyware
vise	vise
saltwater	saltwater
hodgepodge	hodgepodge
liposuction	liposuction
antioxidant	antioxidant
telecommuting	telecommuting
guacamole	guacamole
ballplayer	ballplayer
flaxseed	flaxseed
spandex	spandex
hummer	hummer
newsmaker	newsmaker
backfield	backfield
arraignment	arraignment
multimillionaire	multimillionaire
meatloaf	meatloaf
backcourt	backcourt
anesthesiologist	anesthesiologist
jackass	jackass
layup	layup
phyllo	phyllo
overpass	overpass
wastebasket	wastebasket
letdown	letdown
infielder	infielder
pepperoni	pepperoni
laypeople	laypeople
sportswriter	sportswriter
ibuprofen	ibuprofen
sportscaster	sportscaster
quinoa	quinoa
crappie	crappie
preschooler	preschooler
seatpost	seatpost
misstep	misstep
hookup	hookup
coffeehouse	coffeehouse
panty	panty
ironclad	ironclad
sourdough	sourdough
granddaddy	granddaddy
gangsta	gangsta
telecast	telecast
cabinetry	cabinetry
holdout	holdout
lunchroom	lunchroom
liftoff	liftoff
acetaminophen	acetaminophen
sledding	sledding
cupcake	cupcake
appraiser	appraiser
critter	critter
pantyhose	pantyhose
frontrunner	frontrunner
petri	petri
stinger	stinger
lockdown	lockdown
parkway	parkway
skyrocket	skyrocket
pancetta	pancetta
tryout	tryout
niacin	niacin
armoire	armoire
curveball	curveball
wormhole	wormhole
smartphone	smartphone
taser	taser
collard	collard
palmetto	palmetto
rowboat	rowboat
pretzel	pretzel
valedictorian	valedictorian
shtick	shtick
focuser	focuser
marinara	marinara
jetliner	jetliner
decaf	decaf
pronghorn	pronghorn
ridership	ridership
goldenrod	goldenrod
bulgur	bulgur
midcentury	midcentury
phenom	phenom
barroom	barroom
workweek	workweek
flatware	flatware
neuroscientist	neuroscientist
weeknight	weeknight
councilwoman	councilwoman
menorah	menorah
homeownership	homeownership
goaltender	goaltender
doneness	doneness
bobcat	bobcat
rollback	rollback
postgame	postgame
pantsuit	pantsuit
lycopene	lycopene
eurozone	eurozone
wideout	wideout
viewership	viewership
spaceflight	spaceflight
happenstance	happenstance
outcropping	outcropping
stoplight	stoplight
deadbeat	deadbeat
backhoe	backhoe
calamari	calamari
ethicist	ethicist
luge	luge
student/teacher	student/teacher
rollout	rollout
boxcar	boxcar
ponderosa	ponderosa
reb	reb
leaguer	leaguer
antiaircraft	antiaircraft
backboard	backboard
manatee	manatee
ginkgo	ginkgo
cheater	cheater
emcee	emcee
woodstove	woodstove
cuban	cuban
tendinitis	tendinitis
newlywed	newlywed
waterboarding	waterboarding
grownup	grownup
rebounder	rebounder
baitfish	baitfish
demagoguery	demagoguery
riverfront	riverfront
amygdala	amygdala
homocysteine	homocysteine
bellwether	bellwether
seder	seder
noontime	noontime
headliner	headliner
warmup	warmup
lakeshore	lakeshore
birding	birding
masa	masa
beachhead	beachhead
redshirt	redshirt
portobello	portobello
singletrack	singletrack
hairstylist	hairstylist
rotator	rotator
redfish	redfish
scallion	scallion
lemongrass	lemongrass
wasabi	wasabi
echinacea	echinacea
nigga	nigga
lube	lube
homeroom	homeroom
worktable	worktable
seawall	seawall
muskie	muskie
berm	berm
racquetball	racquetball
voicemail	voicemail
URL	url
silicosis	silicosis
grinch	grinch
whitefish	whitefish
snicker	snicker
orzo	orzo
firecracker	firecracker
newsmagazine	newsmagazine
eggnog	eggnog
webcam	webcam
busboy	busboy
carburetor	carburetor
marist	marist
agave	agave
tepee	tepee
coverup	coverup
crabmeat	crabmeat
shiitake	shiitake
dollhouse	dollhouse
ragtag	ragtag
inbox	inbox
standup	standup
wiretapping	wiretapping
merlot	merlot
blogosphere	blogosphere
doubleheader	doubleheader
oceanfront	oceanfront
adobo	adobo
archeologist	archeologist
lockup	lockup
masonite	masonite
tailpipe	tailpipe
fistfight	fistfight
popsicle	popsicle
rotisserie	rotisserie
copilot	copilot
earmark	earmark
statin	statin
skeet	skeet
whir	whir
grounder	grounder
dinette	dinette
snowshoe	snowshoe
shakeup	shakeup
pullback	pullback
mascarpone	mascarpone
treehouse	treehouse
bologna	bologna
renter	renter
maven	maven
heartthrob	heartthrob
deejay	deejay
mormonism	mormonism
fishbowl	fishbowl
lutein	lutein
outdoorsman	outdoorsman
sunroom	sunroom
saguaro	saguaro
pilothouse	pilothouse
tidbit	tidbit
strep	strep
thievery	thievery
pocketknife	pocketknife
stovetop	stovetop
lockstep	lockstep
ridgeline	ridgeline
linguine	linguine
iceman	iceman
chaparral	chaparral
housecleaning	housecleaning
bachelorette	bachelorette
guardrail	guardrail
speakerphone	speakerphone
ocher	ocher
boardinghouse	boardinghouse
snowpack	snowpack
flyby	flyby
cabdriver	cabdriver
sleepover	sleepover
rolodex	rolodex
coffeemaker	coffeemaker
ballclub	ballclub
snitch	snitch
focaccia	focaccia
caulk	caulk
holdup	holdup
blowup	blowup
telomerase	telomerase
sharecropper	sharecropper
wiretap	wiretap
macadamia	macadamia
largess	largess
groundhog	groundhog
soymilk	soymilk
nanosecond	nanosecond
jicama	jicama
cinderblock	cinderblock
crankset	crankset
staph	staph
gelato	gelato
sockeye	sockeye
gonzo	gonzo
faceup	faceup
remodel	remodel
gulch	gulch
anasazi	anasazi
powertrain	powertrain
piecrust	piecrust
reticle	reticle
linguini	linguini
cookout	cookout
seltzer	seltzer
fettuccine	fettuccine
escarole	escarole
knockoff	knockoff
dork	dork
windup	windup
antiterrorism	antiterrorism
watercraft	watercraft
videogame	videogame
telemark	telemark
nutria	nutria
meatball	meatball
airstrike	airstrike
snowboarder	snowboarder
mockingbird	mockingbird
aftershock	aftershock
profiler	profiler
perp	perp
graywater	graywater
segue	segue
backstop	backstop
coffeepot	coffeepot
righthander	righthander
jackhammer	jackhammer
bunt	bunt
porcini	porcini
overabundance	overabundance
crosswalk	crosswalk
screener	screener
bruschetta	bruschetta
saucepot	saucepot
bling	bling
bronzer	bronzer
bowhunting	bowhunting
honoree	honoree
sumac	sumac
sunup	sunup
wakeup	wakeup
strikeout	strikeout
baggie	baggie
mailroom	mailroom
yarmulke	yarmulke
gravesite	gravesite
backsplash	backsplash
telemarketer	telemarketer
astrophotography	astrophotography
ephedra	ephedra
layover	layover
buyback	buyback
progestin	progestin
enchilada	enchilada
stagehand	stagehand
striper	striper
dinnerware	dinnerware
hoodie	hoodie
reapportionment	reapportionment
springform	springform
varmint	varmint
polygamist	polygamist
stepmom	stepmom
codirector	codirector
undergrad	undergrad
handoff	handoff
decal	decal
flatiron	flatiron
wonk	wonk
basketry	basketry
sashimi	sashimi
lodgepole	lodgepole
recon	recon
grousing	grousing
sidearm	sidearm
trailblazer	trailblazer
landscaper	landscaper
subcompact	subcompact
tahini	tahini
gamer	gamer
energizer	energizer
flatbread	flatbread
stakeout	stakeout
kiva	kiva
getup	getup
fieldstone	fieldstone
foxhole	foxhole
centerline	centerline
hominy	hominy
rainmaker	rainmaker
compactor	compactor
speedskating	speedskating
bluegill	bluegill
intranet	intranet
moviemaking	moviemaking
tidewater	tidewater
lupine	lupine
carpool	carpool
taskbar	taskbar
laughingstock	laughingstock
backstory	backstory
gamefish	gamefish
flyfishing	flyfishing
pushup	pushup
cookstove	cookstove
bratwurst	bratwurst
teamster	teamster
frittata	frittata
wildland	wildland
minicamp	minicamp
ultralight	ultralight
tamale	tamale
steerer	steerer
docent	docent
leptin	leptin
moneymaker	moneymaker
cantina	cantina
resveratrol	resveratrol
sass	sass
tailbone	tailbone
downstate	downstate
sidecut	sidecut
stomachache	stomachache
groundskeeper	groundskeeper
gainer	gainer
lumberyard	lumberyard
podiatrist	podiatrist
lawman	lawman
overlook	overlook
snowmobiling	snowmobiling
muzzleloader	muzzleloader
teakettle	teakettle
orthodontist	orthodontist
frontcourt	frontcourt
penlight	penlight
handspring	handspring
attendee	attendee
oversupply	oversupply
megachurch	megachurch
passel	passel
barrette	barrette
changeup	changeup
tiramisu	tiramisu
cooktop	cooktop
gluteus	gluteus
fraktur	fraktur
snafu	snafu
techie	techie
kickball	kickball
lox	lox
bassinet	bassinet
daikon	daikon
nanotube	nanotube
slickrock	slickrock
falafel	falafel
caboose	caboose
boondoggle	boondoggle
swingman	swingman
provolone	provolone
photosphere	photosphere
stoner	stoner
rezoning	rezoning
stingray	stingray
zookeeper	zookeeper
credenza	credenza
gorgonzola	gorgonzola
hottie	hottie
peeve	peeve
narcissist	narcissist
cybersecurity	cybersecurity
catchall	catchall
mudroom	mudroom
orthopedist	orthopedist
bundt	bundt
spiderweb	spiderweb
videographer	videographer
homeschooling	homeschooling
pitchman	pitchman
preproduction	preproduction
birdhouse	birdhouse
bobber	bobber
newbie	newbie
bleacher	bleacher
burg	burg
ceramist	ceramist
sanitarium	sanitarium
halfpipe	halfpipe
cellblock	cellblock
boomtown	boomtown
snowbank	snowbank
roadbed	roadbed
chainring	chainring
doozy	doozy
preteen	preteen
pushback	pushback
morph	morph
beanie	beanie
racecar	racecar
cannoli	cannoli
strider	strider
ridgetop	ridgetop
soundstage	soundstage
jambalaya	jambalaya
watercooler	watercooler
ancho	ancho
preventer	preventer
infotech	infotech
clunker	clunker
cosmetology	cosmetology
trifecta	trifecta
pinup	pinup
feedlot	feedlot
stepparent	stepparent
superstardom	superstardom
gantlet	gantlet
timberland	timberland
likability	likability
temblor	temblor
multiverse	multiverse
colic	colic
garbanzo	garbanzo
dodgeball	dodgeball
telepresence	telepresence
bonobo	bonobo
pinwheel	pinwheel
housedress	housedress
sheetrock	sheetrock
teepee	teepee
soba	soba
collimation	collimation
kook	kook
veep	veep
carpaccio	carpaccio
shortcake	shortcake
anticorruption	anticorruption
tallgrass	tallgrass
hardtail	hardtail
packbag	packbag
puter	puter
aerie	aerie
updraft	updraft
brights	brights
deliveryman	deliveryman
semifinalist	semifinalist
skybox	skybox
shirtwaist	shirtwaist
homestand	homestand
moviegoer	moviegoer
daypack	daypack
goop	goop
rigatoni	rigatoni
criminalist	criminalist
freeride	freeride
starcraft	starcraft
houseguest	houseguest
timberline	timberline
sandhill	sandhill
overachiever	overachiever
roaster	roaster
anime	anime
tapenade	tapenade
bottler	bottler
gobble	gobble
tyrannosaur	tyrannosaur
crapshoot	crapshoot
spritz	spritz
pinata	pinata
mesclun	mesclun
toque	toque
hayride	hayride
showstopper	showstopper
windstorm	windstorm
gazillion	gazillion
jackknife	jackknife
dotcom	dotcom
nametag	nametag
hymnal	hymnal
estrus	estrus
goofball	goofball
highball	highball
wallboard	wallboard
nitroglycerin	nitroglycerin
uplink	uplink
upload	upload
patroller	patroller
oxycodone	oxycodone
grandstanding	grandstanding
roadkill	roadkill
anchorwoman	anchorwoman
takedown	takedown
challah	challah
barkeep	barkeep
spacewalk	spacewalk
hypoglycemia	hypoglycemia
terrarium	terrarium
topwater	topwater
bowhunter	bowhunter
schooler	schooler
raingear	raingear
snowsuit	snowsuit
gyno	gyno
zine	zine
rainfly	rainfly
subspace	subspace
andro	andro
thimerosal	thimerosal
castoff	castoff
falloff	falloff
pinon	pinon
fontina	fontina
panfish	panfish
tippet	tippet
crankbait	crankbait
eland	eland
quarterbacking	quarterbacking
whiner	whiner
lockbox	lockbox
inclusivity	inclusivity
aircar	aircar
archrival	archrival
fingerling	fingerling
sidewinder	sidewinder
subwoofer	subwoofer
exerciser	exerciser
buckboard	buckboard
neediness	neediness
mensch	mensch
tomatillo	tomatillo
teleportation	teleportation
pumper	pumper
lightsaber	lightsaber
rinderpest	rinderpest
shuffleboard	shuffleboard
nonpartisan	nonpartisan
roundtrip	roundtrip
feces	feces
tike	tike
biohazard	biohazard
touchpad	touchpad
airboat	airboat
coeditor	coeditor
uniter	uniter
stickball	stickball
deadfall	deadfall
backstretch	backstretch
mirin	mirin
rutabaga	rutabaga
tricorder	tricorder
savor	savor
tuneup	tuneup
assemblywoman	assemblywoman
tempura	tempura
showboat	showboat

word	lemma
provide	provide
include	include
create	create
support	support
consider	consider
lead	lead
remain	remain
develop	develop
appear	appear
suggest	suggest
reduce	reduce
produce	produce
require	require
increase	increase
determine	determine
improve	improve
state	state
focus	focus
receive	receive
teach	teach
tend	tend
recognize	recognize
control	control
identify	identify
maintain	maintain
describe	describe
exist	exist
address	address
seek	seek
represent	represent
argue	argue
form	form
apply	apply
affect	affect
achieve	achieve
occur	occur
ensure	ensure
indicate	indicate
perform	perform
reflect	reflect
assume	assume
encourage	encourage
report	report
note	note
test	test
establish	establish
participate	participate
promote	promote
experience	experience
study	study
gain	gain
reveal	reveal
examine	examine
present	present
contain	contain
explore	explore
engage	engage
fail	fail
benefit	benefit
result	result
contribute	contribute
complete	complete
operate	operate
expand	expand
define	define
demonstrate	demonstrate
express	express
influence	influence
compare	compare
view	view
assess	assess
involve	involve
measure	measure
rely	rely
pursue	pursue
extend	extend
obtain	obtain
generate	generate
predict	predict
depend	depend
enhance	enhance
preserve	preserve
exercise	exercise
investigate	investigate
account	account
communicate	communicate
limit	limit
emerge	emerge
acknowledge	acknowledge
conduct	conduct
challenge	challenge
vary	vary
refer	refer
capture	capture
evaluate	evaluate
assist	assist
adopt	adopt
overcome	overcome
process	process
guide	guide
relate	relate
resolve	resolve
attempt	attempt
observe	observe
differ	differ
enable	enable
emphasize	emphasize
monitor	monitor
review	review
accomplish	accomplish
select	select
implement	implement
permit	permit
justify	justify
confirm	confirm
detect	detect
organize	organize
accommodate	accommodate
analyze	analyze
yield	yield
acquire	acquire
lack	lack
proceed	proceed
retain	retain
display	display
impose	impose
alter	alter
sustain	sustain
confront	confront
facilitate	facilitate
conclude	conclude
design	design
advance	advance
transform	transform
distinguish	distinguish
perceive	perceive
construct	construct
constitute	constitute
cope	cope
supply	supply
strengthen	strengthen
arise	arise
pose	pose
possess	possess
function	function
minimize	minimize
access	access
satisfy	satisfy
graduate	graduate
estimate	estimate
research	research
interpret	interpret
inform	inform
locate	locate
incorporate	incorporate
dominate	dominate
shape	shape
illustrate	illustrate
reject	reject
direct	direct
employ	employ
enforce	enforce
educate	educate
link	link
interact	interact
propose	propose
submit	submit
regulate	regulate
regard	regard
encounter	encounter
convey	convey
publish	publish
adapt	adapt
fulfill	fulfill
translate	translate
contend	contend
exhibit	exhibit
peer	peer
program	program
occupy	occupy
comply	comply
undermine	undermine
exceed	exceed
decrease	decrease
stimulate	stimulate
integrate	integrate
interfere	interfere
counter	counter
foster	foster
reinforce	reinforce
stress	stress
grade	grade
imply	imply
clarify	clarify
accompany	accompany
compensate	compensate
highlight	highlight
intervene	intervene
aid	aid
assert	assert
evolve	evolve
calculate	calculate
restrict	restrict
exploit	exploit
decline	decline
stem	stem
violate	violate
govern	govern
maximize	maximize
advocate	advocate
cite	cite
characterize	characterize
undergo	undergo
associate	associate
manipulate	manipulate
initiate	initiate
portray	portray
project	project
devote	devote
render	render
prevail	prevail
modify	modify
exclude	exclude
diminish	diminish
persist	persist
coordinate	coordinate
verify	verify
document	document
cease	cease
articulate	articulate
consist	consist
undertake	undertake
comprehend	comprehend
master	master
suppress	suppress
attain	attain
specify	specify
strive	strive
base	base
utilize	utilize
prohibit	prohibit
derive	derive
motivate	motivate
desire	desire
deter	deter
reproduce	reproduce
isolate	isolate
concern	concern
reconcile	reconcile
model	model
induce	induce
administer	administer
weaken	weaken
conform	conform
assign	assign
provoke	provoke
depict	depict
unite	unite
exert	exert
transmit	transmit
alleviate	alleviate
supplement	supplement
resource	resource
attribute	attribute
excel	excel
differentiate	differentiate
discern	discern
frame	frame
effect	effect
conceive	conceive
adhere	adhere
evoke	evoke
correspond	correspond
reside	reside
insure	insure
con	con
enroll	enroll
accumulate	accumulate
bind	bind
comprise	comprise
warrant	warrant
enact	enact
export	export
forge	forge
cultivate	cultivate
complement	complement
replicate	replicate
mobilize	mobilize
value	value
uphold	uphold
broaden	broaden
progress	progress
compose	compose
import	import
discriminate	discriminate
flourish	flourish
collaborate	collaborate
devise	devise
nurture	nurture
inhabit	inhabit
illuminate	illuminate
probe	probe
elicit	elicit
survey	survey
elaborate	elaborate
conserve	conserve
suffice	suffice
manifest	manifest
imitate	imitate
enrich	enrich
prompt	prompt
formulate	formulate
bridge	bridge
empower	empower
map	map
lessen	lessen
moderate	moderate
consolidate	consolidate
invoke	invoke
simulate	simulate
mitigate	mitigate
affirm	affirm
obscure	obscure
revise	revise
appropriate	appropriate
neglect	neglect
align	align
transcend	transcend
emulate	emulate
embody	embody
inhibit	inhibit
underscore	underscore
encompass	encompass
refine	refine
reconstruct	reconstruct
proclaim	proclaim
migrate	migrate
classify	classify
activate	activate
inquire	inquire
ascertain	ascertain
entail	entail
validate	validate
authorize	authorize
outline	outline
simplify	simplify
contradict	contradict
intercept	intercept
coincide	coincide
diagnose	diagnose
complicate	complicate
supervise	supervise
instruct	instruct
summarize	summarize
quantify	quantify
mediate	mediate
aspire	aspire
refrain	refrain
preclude	preclude
attest	attest
perpetuate	perpetuate
terminate	terminate
outweigh	outweigh
remedy	remedy
hinder	hinder
safeguard	safeguard
correlate	correlate
labor	labor
converge	converge
redefine	redefine
designate	designate
signify	signify
impede	impede
intensify	intensify
amend	amend
erode	erode
compel	compel
mirror	mirror
instill	instill
eradicate	eradicate
shear	shear
conflict	conflict
impact	impact
deepen	deepen
symbolize	symbolize
originate	originate
infer	infer
confer	confer
merit	merit
vie	vie
deprive	deprive
equate	equate
distort	distort
enlarge	enlarge
infect	infect
assimilate	assimilate
allocate	allocate
circulate	circulate
restructure	restructure
discharge	discharge
relinquish	relinquish
counteract	counteract
socialize	socialize
exacerbate	exacerbate
rate	rate
cluster	cluster
improvise	improvise
coexist	coexist
curtail	curtail
span	span
furnish	furnish
solicit	solicit
grapple	grapple
generalize	generalize
impart	impart
disregard	disregard
augment	augment
term	term
compute	compute
modernize	modernize
contest	contest
overlap	overlap
reshape	reshape
degrade	degrade
categorize	categorize
displace	displace
revolve	revolve
optimize	optimize
deem	deem
unify	unify
absent	absent
arouse	arouse
equip	equip
circumvent	circumvent
compile	compile
refute	refute
underlie	underlie
heighten	heighten
constrain	constrain
renounce	renounce
code	code
confine	confine
denote	denote
redirect	redirect
intersect	intersect
incur	incur
concur	concur
rationalize	rationalize
tailor	tailor
disseminate	disseminate
legitimize	legitimize
prioritize	prioritize
synthesize	synthesize
destabilize	destabilize
publicize	publicize
accord	accord
precede	precede
reference	reference
lag	lag
forestall	forestall
approximate	approximate
reaffirm	reaffirm
subvert	subvert
ratify	ratify
solidify	solidify
partake	partake
paraphrase	paraphrase
reestablish	reestablish
reuse	reuse
format	format
amplify	amplify
infuse	infuse
diffuse	diffuse
content	content
hamper	hamper
exemplify	exemplify
decode	decode
reorganize	reorganize
outreach	outreach
accrue	accrue
err	err
consent	consent
commence	commence
lament	lament
expend	expend
orient	orient
obstruct	obstruct
engender	engender
profess	profess
interface	interface
frustrate	frustrate
propagate	propagate
underline	underline
rectify	rectify
negate	negate
internalize	internalize
sup	sup
accentuate	accentuate
decay	decay
soil	soil
delineate	delineate
posit	posit
detract	detract
corroborate	corroborate
implicate	implicate
impair	impair
reiterate	reiterate
substantiate	substantiate
reassess	reassess
conceptualize	conceptualize
espouse	espouse
pertain	pertain
further	further
predominate	predominate
proliferate	proliferate
sanction	sanction
abstain	abstain
pare	pare
diverge	diverge
overestimate	overestimate
confound	confound
redesign	redesign
deduce	deduce
procure	procure
fluctuate	fluctuate
interrogate	interrogate
deviate	deviate
theorize	theorize
ascribe	ascribe
petition	petition
coalesce	coalesce
recur	recur
precipitate	precipitate
innovate	innovate
ensue	ensue
emanate	emanate
expedite	expedite
necessitate	necessitate
ameliorate	ameliorate
sin	sin
coerce	coerce
repress	repress
delegate	delegate
permeate	permeate
cede	cede
redress	redress
fuse	fuse
elucidate	elucidate
reexamine	reexamine
excavate	excavate
persevere	persevere
reassert	reassert
supplant	supplant
normalize	normalize
annex	annex
forego	forego
allay	allay
divine	divine
emigrate	emigrate
familiarize	familiarize
eschew	eschew
extrapolate	extrapolate
invalidate	invalidate
apprehend	apprehend
harmonize	harmonize
hypothesize	hypothesize
surmise	surmise
discontinue	discontinue
colonize	colonize
preempt	preempt
magnify	magnify
equal	equal
detach	detach
standardize	standardize
reprint	reprint
parallel	parallel
situate	situate
abstract	abstract
endeavor	endeavor
ail	ail
redistribute	redistribute
deplete	deplete
dramatize	dramatize
abate	abate
repudiate	repudiate
retard	retard
fabricate	fabricate
binge	binge
allude	allude
index	index
disengage	disengage
reevaluate	reevaluate
denigrate	denigrate
decry	decry
exile	exile
avail	avail
encode	encode
compost	compost
re-examine	re-examine
embed	embed
institutionalize	institutionalize
animate	animate
dissent	dissent
site	site
appraise	appraise
purport	purport
equalize	equalize
culminate	culminate
decompose	decompose
group	group
reciprocate	reciprocate
manure	manure
segregate	segregate
acquiesce	acquiesce
devalue	devalue
hew	hew
rework	rework
infringe	infringe
condense	condense
endow	endow
reconfigure	reconfigure
ally	ally
configure	configure
disparage	disparage
bias	bias
deconstruct	deconstruct
brainstorm	brainstorm
reinvigorate	reinvigorate
arc	arc
reconstitute	reconstitute
calibrate	calibrate
distance	distance
recast	recast
marginalize	marginalize
construe	construe
buttress	buttress
overlay	overlay
mistrust	mistrust
liberalize	liberalize
narrate	narrate
buffer	buffer
monopolize	monopolize
humanize	humanize
structure	structure
query	query
pacify	pacify
supersede	supersede
oppress	oppress
co-opt	co-opt
postulate	postulate
divest	divest
predate	predate
misrepresent	misrepresent
democratize	democratize
impinge	impinge
countenance	countenance
incarnate	incarnate
transcribe	transcribe
pervade	pervade
portend	portend
predispose	predispose
vindicate	vindicate
nullify	nullify
modulate	modulate
recognise	recognise
accede	accede
commercialize	commercialize
usurp	usurp
resettle	resettle
inculcate	inculcate
subsist	subsist
acquaint	acquaint
presuppose	presuppose
co-exist	co-exist
surmount	surmount
gall	gall
relegate	relegate
archive	archive
promulgate	promulgate
input	input
verbalize	verbalize
disentangle	disentangle
immigrate	immigrate
decree	decree
epitomize	epitomize
underpin	underpin
envisage	envisage
explicate	explicate
disavow	disavow
litigate	litigate
crystallize	crystallize
foment	foment
counterbalance	counterbalance
codify	codify
reframe	reframe
nationalize	nationalize
fragment	fragment
adjudicate	adjudicate
moot	moot
encroach	encroach
imbue	imbue
reorient	reorient
retell	retell
relapse	relapse
inscribe	inscribe
obviate	obviate
typify	typify
reinterpret	reinterpret
foreshadow	foreshadow
juxtapose	juxtapose
disassociate	disassociate
aggregate	aggregate
straggle	straggle
contextualize	contextualize
realise	realise
authenticate	authenticate
encapsulate	encapsulate
interconnect	interconnect
demystify	demystify
admonish	admonish
prophesy	prophesy
polarize	polarize
abdicate	abdicate
personify	personify
parody	parody
transpire	transpire
centralize	centralize
veil	veil
devolve	devolve
instigate	instigate
connote	connote
proselytize	proselytize
regress	regress
reactivate	reactivate
formalize	formalize
pique	pique
consummate	consummate
reenact	reenact
foretell	foretell
deform	deform
operationalize	operationalize
extol	extol
partition	partition
consign	consign
digitize	digitize
comport	comport
conflate	conflate
falsify	falsify
condition	condition
enjoin	enjoin
sludge	sludge
sensitize	sensitize
practise	practise
intertwine	intertwine
idealize	idealize
bracket	bracket
naturalize	naturalize
invigorate	invigorate
repatriate	repatriate
unsettle	unsettle
microfilm	microfilm
enumerate	enumerate
exalt	exalt
catalogue	catalogue
reintegrate	reintegrate
transgress	transgress
debrief	debrief
dissociate	dissociate
unmask	unmask
stigmatize	stigmatize
superimpose	superimpose
fulfil	fulfil
oscillate	oscillate
remediate	remediate
localize	localize
evince	evince
attenuate	attenuate
gratify	gratify
respite	respite
subsume	subsume
subjugate	subjugate
procreate	procreate
decentralize	decentralize
reorder	reorder
resound	resound
stagnate	stagnate
obligate	obligate
abrogate	abrogate
oversimplify	oversimplify
abet	abet
tract	tract
presage	presage
reformulate	reformulate
cohere	cohere
exhort	exhort
forearm	forearm
analyse	analyse
output	output
enunciate	enunciate
catalyze	catalyze
fixate	fixate
actualize	actualize
overemphasize	overemphasize
enshrine	enshrine
contrive	contrive
unlearn	unlearn
conjecture	conjecture
entrap	entrap
caricature	caricature
reemerge	reemerge
de-emphasize	de-emphasize
augur	augur
apportion	apportion
delegitimize	delegitimize
officiate	officiate
photocopy	photocopy
civilize	civilize
silt	silt
transpose	transpose
disillusion	disillusion
demarcate	demarcate
impute	impute
tile	tile
trawl	trawl
bespeak	bespeak
individualize	individualize
metamorphose	metamorphose
allot	allot
occult	occult
infest	infest
objectify	objectify
troubleshoot	troubleshoot
undergird	undergird
domesticate	domesticate
sanctify	sanctify
ape	ape
impel	impel
entangle	entangle
oxidize	oxidize
inactivate	inactivate
disallow	disallow
subdivide	subdivide
entrench	entrench
rend	rend
lope	lope
reallocate	reallocate
contravene	contravene
debug	debug
circumscribe	circumscribe
co-ordinate	co-ordinate
dehumanize	dehumanize
evangelize	evangelize
conch	conch
indoctrinate	indoctrinate
subtitle	subtitle
depreciate	depreciate
preoccupy	preoccupy
obfuscate	obfuscate
collude	collude
defame	defame
industrialize	industrialize
recapitulate	recapitulate
interweave	interweave
emancipate	emancipate
elapse	elapse
repopulate	repopulate
annul	annul
tabulate	tabulate
remit	remit
castigate	castigate
abridge	abridge
arbitrate	arbitrate
disburse	disburse
impoverish	impoverish
internationalize	internationalize
consecrate	consecrate
triangulate	triangulate
reify	reify
class	class
refashion	refashion
purpose	purpose
militate	militate
delimit	delimit
molt	molt
vex	vex
retrograde	retrograde
favour	favour
intermingle	intermingle
recombine	recombine
metastasize	metastasize
reconceptualize	reconceptualize
efface	efface
professionalize	professionalize
reimagine	reimagine
debase	debase
transmute	transmute
transact	transact
section	section
assent	assent
misconstrue	misconstrue
repose	repose
problematize	problematize
matriculate	matriculate
emphasise	emphasise
effectuate	effectuate
aver	aver
enquire	enquire
satirize	satirize
solder	solder
verse	verse
radicalize	radicalize
systematize	systematize
subgroup	subgroup
illumine	illumine
hemorrhage	hemorrhage
resubmit	resubmit
inhere	inhere
self-regulate	self-regulate
pervert	pervert
disclaim	disclaim
leer	leer
notate	notate
aggress	aggress
externalize	externalize
expropriate	expropriate
append	append
reconfirm	reconfirm
reunify	reunify
self-identify	self-identify
reengage	reengage
privilege	privilege
interrelate	interrelate
ornament	ornament
disfigure	disfigure
disaggregate	disaggregate
cohabit	cohabit
coagulate	coagulate
honour	honour
outcompete	outcompete
apprise	apprise
sequence	sequence
interpose	interpose
proscribe	proscribe
audiate	audiate
co-operate	co-operate
demobilize	demobilize
reengineer	reengineer
co-occur	co-occur
nom	nom
homogenize	homogenize
depoliticize	depoliticize
problem-solve	problem-solve
interlace	interlace
attune	attune
philosophize	philosophize
legitimate	legitimate
mystify	mystify
lave	lave
conjugate	conjugate
undervalue	undervalue
intermarry	intermarry
major	major
canonize	canonize
underreport	underreport
occlude	occlude
indemnify	indemnify
refract	refract
decontrol	decontrol
accrete	accrete
bootstrap	bootstrap
re-think	re-think
deemphasize	deemphasize
reimpose	reimpose
minimise	minimise
regularize	regularize
decontaminate	decontaminate
accredit	accredit
reoccur	reoccur
encumber	encumber
prefigure	prefigure
valorize	valorize
organise	organise
relativize	relativize
sight-read	sight-read
bobble	bobble
underplay	underplay
commingle	commingle
extrude	extrude
universalize	universalize
historicize	historicize
annotate	annotate
encore	encore
biodegrade	biodegrade
overwrite	overwrite
satiate	satiate
ennoble	ennoble
self-administer	self-administer
emasculate	emasculate
predicate	predicate
vitiate	vitiate
avow	avow
hybridize	hybridize
spindle	spindle
predetermine	predetermine
truncate	truncate
secularize	secularize
redound	redound
excommunicate	excommunicate
acculturate	acculturate
decouple	decouple
voyage	voyage
underrate	underrate
revalue	revalue
pupate	pupate
fledge	fledge
remand	remand
parasitize	parasitize
sieve	sieve
instantiate	instantiate
remix	remix
stratify	stratify
overfeed	overfeed
elide	elide
propound	propound
conjoin	conjoin
rebury	rebury
interleave	interleave
edify	edify
interpolate	interpolate
overstretch	overstretch
interplay	interplay
reanimate	reanimate
decolonize	decolonize
reemphasize	reemphasize
